data offer,data plan,signal strength,satisfaction,churn
7,6,8,77,79.0389
6,7,6,14,26.6143
4,7,8,65,67.7192
6,6,6,92,88.71799999999999
7,7,6,79,79.8518
6,7,6,46,52.42229999999999
4,5,8,33,40.3046
6,5,9,4,19.3478
7,8,9,83,86.2862
6,6,7,78,78.2287
7,8,6,45,53.2341
7,7,9,13,29.0279
4,5,8,82,79.8231
6,5,8,42,49.1931
5,6,8,45,51.600899999999996
7,7,8,19,33.0652
6,7,6,100,95.97330000000001
5,6,9,36,45.144099999999995
5,6,7,33,41.1212
5,6,9,76,77.4041
7,5,6,26,35.5007
5,8,7,55,60.4708
4,6,7,55,58.0492
6,6,8,61,65.3199
5,8,8,27,38.6905
5,6,7,38,45.1537
4,5,9,96,91.9158
5,6,7,67,68.5422
5,6,6,89,85.48349999999999
5,6,7,43,49.1862
4,7,9,54,59.6494
6,8,7,96,94.35230000000001
4,8,6,80,79.0166
5,7,6,85,83.0608
4,7,7,10,22.559999999999995
5,8,7,62,66.1163
5,6,7,52,56.4447
5,8,7,13,26.5978
6,7,8,34,44.3477
6,7,9,53,60.4729
6,8,6,33,42.7411
7,5,9,65,69.35929999999999
7,6,6,80,79.85499999999999
4,6,7,92,87.88969999999999
5,5,7,34,41.124399999999994
5,8,6,90,87.89659999999999
6,5,9,63,66.9313
6,6,7,20,31.4517
6,5,9,68,70.96379999999999
5,8,9,42,51.58969999999999
5,6,9,81,81.4366
4,7,8,37,45.13719999999999
4,6,7,18,28.208699999999997
5,5,7,65,66.1259
7,5,7,56,60.4974
6,8,6,92,90.32459999999999
4,7,8,95,91.9142
6,7,7,51,57.2565
6,6,7,74,75.0027
5,5,7,76,74.9974
5,8,8,41,49.9815
5,8,9,23,36.2662
5,7,7,64,66.926
4,6,7,5,17.724199999999996
5,7,7,15,27.4075
6,7,6,0,15.3233
5,8,9,83,84.6562
6,8,8,75,78.2175
4,8,8,32,41.908
7,8,7,82,83.87629999999999
6,5,9,82,82.25479999999999
6,5,7,61,63.7149
4,7,6,19,29.016799999999996
4,8,7,12,24.9763
7,7,9,27,40.3189
5,7,7,26,36.278999999999996
4,7,8,48,54.008700000000005
6,8,6,71,73.3881
4,7,7,89,86.27349999999998
5,8,6,74,74.9926
4,7,7,99,94.33850000000001
4,7,6,59,61.2768
5,6,7,37,44.3472
4,5,7,77,74.9889
7,5,8,11,25.0066
7,7,8,75,78.22919999999999
7,6,6,78,78.24199999999999
5,5,7,3,16.122899999999998
6,8,9,46,55.6307
6,6,9,27,38.7006
4,8,7,50,55.6233
5,7,7,98,94.34700000000001
5,8,7,34,43.5343
4,7,6,96,91.1173
7,6,6,61,64.5315
4,7,8,21,32.2332
5,8,8,26,37.884
6,8,8,18,32.247
5,5,8,91,87.89659999999999
4,7,6,0,13.693299999999999
6,8,8,86,87.089
7,7,9,95,95.1609
5,8,9,5,21.7492
5,5,7,58,60.4804
7,6,9,98,96.7771
6,8,9,100,99.1817
5,7,9,96,94.3374
6,7,9,84,85.4744
6,7,9,2,19.3414
6,5,6,10,21.7817
4,5,6,95,88.70419999999999
6,5,7,17,28.2289
6,5,9,85,84.67429999999999
5,8,9,43,52.39619999999999
7,6,8,14,28.2294
4,7,7,7,20.140499999999996
7,5,7,65,67.7559
5,8,8,84,84.661
7,5,9,8,23.388799999999996
4,5,9,89,86.27029999999999
5,8,9,22,35.4597
5,7,8,79,79.8252
4,5,7,4,16.1144
4,5,6,35,40.3142
7,7,8,15,29.839199999999998
4,8,8,14,27.391
6,6,9,27,38.7006
7,8,7,67,71.77879999999999
4,8,7,2,16.911299999999997
5,5,9,85,83.85929999999999
6,8,9,47,56.4372
6,6,9,50,57.2501
6,8,6,13,26.6111
4,8,7,63,66.1078
6,6,7,55,59.6792
6,7,7,74,75.806
4,6,7,80,78.2117
6,7,9,59,65.31190000000001
7,6,8,93,91.9429
6,5,6,43,48.39619999999999
7,7,7,59,64.5235
4,8,6,85,83.0491
6,7,8,39,48.3802
6,7,8,3,19.3462
7,7,8,73,76.61619999999999
6,5,9,90,88.70679999999999
7,8,9,44,54.832699999999996
4,7,7,66,67.72399999999999
7,7,7,96,94.364
5,6,6,34,41.126
7,5,9,50,57.2618
5,7,6,59,62.0918
4,6,6,30,37.085
4,5,6,75,72.57419999999999
6,6,7,81,80.6482
6,5,6,88,84.6887
5,8,9,42,51.58969999999999
5,6,8,75,75.79589999999999
5,8,9,80,82.2367
6,5,7,6,19.3574
5,8,9,63,68.5262
7,7,9,2,20.156399999999998
4,7,7,59,62.0785
5,8,9,49,57.235200000000006
4,8,6,85,83.0491
4,6,6,7,18.5355
4,5,7,91,86.2799
6,8,7,11,25.799799999999998
7,6,6,53,58.0795
5,7,9,38,47.5604
6,7,8,34,44.3477
4,8,8,73,74.97449999999999
5,7,8,43,50.791199999999996
6,5,9,48,54.833800000000004
5,5,7,82,79.8364
5,5,7,37,43.543899999999994
6,6,6,57,60.4905
4,5,9,40,46.751799999999996
6,6,8,49,55.64190000000001
5,5,7,25,33.865899999999996
7,7,7,33,43.5545
5,6,6,76,74.999
6,7,8,83,83.86619999999999
5,8,9,50,58.041700000000006
7,7,8,16,30.645699999999998
6,7,9,19,33.0519
5,8,8,13,27.3995
5,8,7,34,43.5343
7,8,8,56,63.709
7,6,9,63,68.5496
7,7,9,41,51.609899999999996
4,5,6,84,79.83269999999999
6,5,9,21,33.0583
7,7,6,41,49.2048
6,7,6,42,49.196299999999994
4,5,7,61,62.0849
7,8,9,79,83.0602
4,5,6,75,72.57419999999999
7,5,6,91,87.9232
4,6,6,68,67.732
7,7,7,62,66.943
7,5,7,92,89.53139999999999
5,7,6,82,80.6413
7,6,6,4,18.561
4,5,6,40,44.3467
5,8,9,4,20.9427
6,5,9,84,83.86779999999999
4,8,6,50,54.821600000000004
6,6,8,13,26.6079
5,8,7,12,25.7913
7,7,8,8,24.1937
6,7,9,67,71.7639
5,7,9,36,45.9474
6,5,7,3,16.9379
5,6,7,38,45.1537
6,5,9,81,81.44829999999999
4,7,6,83,80.63279999999999
7,6,8,25,37.100899999999996
4,8,6,80,79.0166
4,8,6,80,79.0166
4,8,6,89,86.2751
4,6,8,6,19.3324
6,8,9,41,51.5982
7,8,6,73,75.8161
6,7,6,20,31.4533
5,8,6,7,20.9571
7,8,7,64,69.35929999999999
5,6,8,94,91.11939999999998
5,6,8,45,51.600899999999996
7,7,7,39,48.393499999999996
6,6,7,25,35.4842
4,6,9,28,37.8771
5,6,7,7,20.1522
5,7,7,51,56.441500000000005
4,5,7,63,63.6979
4,8,9,54,60.4527
6,5,8,42,49.1931
4,6,6,30,37.085
7,7,6,23,34.687799999999996
6,7,8,55,61.2842
4,7,6,33,40.3078
6,8,6,73,75.0011
7,6,7,22,33.8797
4,8,8,16,29.003999999999998
7,6,6,1,16.1415
6,8,9,80,83.0517
6,5,7,53,57.2629
7,8,7,86,87.10229999999999
7,6,7,98,95.1737
4,6,9,40,47.555099999999996
6,8,8,90,90.315
6,6,7,85,83.8742
4,7,6,72,71.76129999999999
4,6,9,21,32.2316
7,5,7,99,95.1769
6,6,7,41,48.3882
4,6,8,69,70.14189999999999
5,5,7,23,32.2529
4,8,7,3,17.717799999999997
5,7,7,0,15.309999999999999
7,8,9,92,93.54469999999999
7,7,8,47,55.6472
5,5,6,57,58.8722
5,7,7,59,62.8935
5,6,7,21,31.443199999999997
5,5,9,59,62.890299999999996
6,7,8,11,25.7982
6,8,8,75,78.2175
5,6,6,84,81.451
4,8,9,28,39.4837
6,5,6,19,29.0402
4,7,9,96,93.5224
4,5,8,48,52.402100000000004
7,8,9,85,87.8992
6,6,6,46,51.619
6,6,8,60,64.5134
7,5,7,83,82.27289999999999
6,6,8,79,79.8369
6,6,9,82,83.0581
4,7,7,99,94.33850000000001
4,5,7,10,20.9534
7,6,7,21,33.0732
5,5,6,90,85.4867
6,5,6,24,33.0727
4,8,7,97,93.5288
4,8,8,76,77.39399999999999
7,5,7,10,23.398399999999995
4,7,9,6,20.937399999999997
5,6,9,22,33.8531
5,8,6,71,72.5731
4,7,6,70,70.14829999999999
7,7,9,6,23.382399999999997
6,6,7,14,26.6127
4,8,7,61,64.4948
5,5,7,7,19.3489
6,5,9,17,29.8323
7,7,7,59,64.5235
6,5,7,34,41.9394
6,7,6,90,87.9083
5,8,6,5,19.3441
4,5,7,23,31.4379
5,6,7,97,92.7372
6,7,7,32,41.933
4,6,9,3,17.714599999999997
6,7,7,6,20.964
4,8,7,1,16.104799999999997
6,8,8,52,59.668000000000006
4,8,6,61,63.6931
7,7,7,72,75.008
6,8,9,79,82.2452
4,7,8,8,21.7487
4,7,8,16,28.200699999999998
4,5,8,73,72.5646
4,7,7,43,49.174499999999995
7,6,8,64,68.5544
5,7,7,92,89.508
4,6,9,78,78.2021
4,7,7,61,63.6915
4,5,8,3,16.1096
4,6,7,50,54.0167
4,6,9,41,48.361599999999996
5,5,9,27,37.082300000000004
6,8,6,85,84.67909999999999
7,7,7,69,72.5885
4,6,9,5,19.327599999999997
7,7,9,49,58.0619
7,8,7,13,28.2278
7,5,8,47,54.0406
7,6,7,90,88.7217
4,8,8,20,32.23
7,5,8,16,29.039099999999998
4,8,6,79,78.2101
5,7,8,7,21.757199999999997
6,5,9,88,87.09379999999999
4,5,6,59,59.6702
4,6,9,98,94.3321
6,7,8,63,67.7362
4,7,9,69,71.7469
4,6,7,82,79.82469999999999
6,7,8,2,18.5397
4,6,9,14,26.5861
4,8,7,73,74.1728
4,5,6,4,15.3127
7,8,6,40,49.2016
5,5,9,28,37.8888
7,5,6,75,75.0192
6,5,7,59,62.1019
4,8,7,77,77.3988
5,8,9,98,96.75370000000001
4,6,8,24,33.8494
7,8,7,98,96.78030000000001
6,8,6,6,20.965600000000002
7,8,9,60,67.7367
6,7,7,84,83.871
4,8,9,55,61.2592
7,8,7,57,63.7138
7,7,6,18,30.6553
7,7,6,89,87.9168
5,7,9,36,45.9474
5,5,7,35,41.930899999999994
5,6,6,26,34.674
5,7,8,6,20.950699999999998
6,7,8,42,50.7997
6,7,9,57,63.6989
4,6,8,82,80.62639999999999
7,8,7,53,60.4878
7,6,9,70,74.1951
4,8,8,15,28.197499999999998
5,5,9,90,87.89179999999999
4,5,6,0,12.0867
7,8,8,3,20.964499999999997
6,8,9,84,86.2777
7,5,9,52,58.8748
6,6,6,34,41.941
4,7,7,27,36.2705
5,8,6,95,91.92909999999999
7,6,7,26,37.1057
6,7,7,27,37.9005
4,8,9,14,28.1927
6,7,6,100,95.97330000000001
4,8,6,67,68.5321
5,7,9,43,51.5929
5,7,8,63,66.9212
6,7,8,96,94.3507
5,5,7,48,52.415400000000005
6,7,7,5,20.1575
6,7,8,81,82.25319999999999
4,8,9,64,68.51769999999999
7,5,6,60,62.9217
7,8,8,25,38.707499999999996
4,7,6,61,62.8898
4,5,6,99,91.93020000000001
6,6,8,8,22.575400000000002
5,5,9,28,37.8888
5,7,6,69,70.1568
5,5,9,24,34.662800000000004
5,5,7,52,55.641400000000004
7,5,9,75,77.42429999999999
5,5,8,75,74.9926
6,7,9,53,60.4729
7,6,9,64,69.3561
4,6,7,78,76.5987
7,6,8,68,71.7804
6,6,9,34,44.3461
4,7,8,47,53.20219999999999
5,5,9,99,95.1503
4,7,6,62,63.6963
4,6,8,94,90.30439999999999
6,6,9,13,27.4096
5,7,9,14,28.2044
7,8,7,2,19.356299999999997
5,6,7,49,54.0252
4,7,7,12,24.173
4,5,6,70,68.54169999999999
4,8,9,90,89.48669999999998
6,7,9,72,75.7964
7,5,8,84,83.88109999999999
4,6,7,54,57.2427
7,7,6,81,81.4648
7,7,6,77,78.2388
6,7,8,96,94.3507
4,7,7,81,79.82149999999999
5,8,6,18,29.8286
4,6,7,92,87.88969999999999
5,7,9,80,81.43339999999999
7,7,6,12,25.816300000000002
7,8,8,26,39.513999999999996
6,8,8,32,43.538
5,8,7,30,40.3083
6,6,7,10,23.386699999999998
7,5,9,43,51.616299999999995
5,5,7,25,33.865899999999996
5,8,9,37,47.557199999999995
4,6,8,22,32.236399999999996
5,7,9,89,88.69189999999999
6,7,7,9,23.383499999999998
5,7,8,10,24.176699999999997
6,8,6,86,85.48559999999999
6,5,7,24,33.8744
4,8,6,7,20.1421
4,8,7,60,63.6883
4,6,6,77,74.9905
5,8,6,62,65.3146
7,8,7,51,58.8748
6,7,9,53,60.4729
4,6,8,30,38.6884
5,5,8,78,77.4121
6,8,8,7,23.375500000000002
4,5,6,93,87.09119999999999
6,5,9,98,95.15880000000001
5,8,9,88,88.6887
5,6,9,30,40.305099999999996
6,8,9,40,50.7917
6,6,7,35,43.5492
4,5,6,15,24.1842
7,8,9,12,29.0247
4,7,8,61,64.4932
4,6,6,100,93.54
6,7,8,64,68.5427
7,8,7,12,27.4213
5,8,7,0,16.1133
4,7,9,44,51.584399999999995
7,7,7,85,85.49249999999999
5,6,8,93,90.31289999999998
4,6,7,71,70.9532
6,6,9,75,77.4126
6,7,9,18,32.245400000000004
5,6,9,8,22.5621
4,5,8,91,87.0816
5,7,7,77,77.4105
6,7,8,12,26.6047
7,7,8,5,21.774199999999997
5,8,9,32,43.524699999999996
4,7,6,29,37.0818
7,6,8,76,78.2324
5,7,7,95,91.9275
7,6,6,4,18.561
6,8,6,2,17.7396
4,7,8,91,88.6882
5,6,9,73,74.9846
5,8,9,56,62.880700000000004
6,6,8,24,35.4794
5,6,7,80,79.02669999999999
6,8,7,20,33.0583
4,6,8,69,70.14189999999999
4,8,6,90,87.0816
7,6,6,15,27.432499999999997
7,7,8,30,41.9367
7,5,6,2,16.1447
6,7,6,31,40.324799999999996
5,7,9,78,79.82039999999999
5,8,6,91,88.70309999999999
7,5,9,96,94.36080000000001
7,6,7,59,63.7202
6,5,8,36,44.3541
6,8,7,22,34.6713
5,5,9,0,15.306799999999999
7,7,9,3,20.962899999999998
4,8,7,82,81.4313
7,6,8,24,36.294399999999996
5,8,9,24,37.0727
6,6,6,81,79.84649999999999
6,5,7,51,55.6499
5,5,6,96,90.32570000000001
6,7,8,16,29.8307
4,6,7,100,94.3417
7,6,8,39,48.39189999999999
4,8,7,92,89.49629999999999
4,5,9,65,66.9143
5,8,6,78,78.2186
5,7,8,64,67.7277
6,5,9,24,35.4778
5,6,8,26,36.2774
6,6,9,29,40.3136
6,8,6,55,60.4841
7,5,9,72,75.00479999999999
4,8,6,61,63.6931
6,6,9,22,34.668099999999995
5,5,6,18,27.4187
7,8,8,19,33.8685
5,7,8,26,37.0807
6,5,8,32,41.1281
7,8,8,81,83.8715
6,7,9,93,92.7329
6,5,6,77,75.8172
6,7,9,73,76.6029
7,5,6,39,45.9852
7,5,9,23,35.4863
7,7,8,0,17.741699999999998
5,5,7,73,72.5779
4,5,9,91,87.88329999999999
5,7,6,88,85.4803
6,5,8,4,18.5461
7,7,9,63,69.3529
4,7,8,90,87.8817
7,5,6,66,67.7607
5,5,9,68,70.1488
7,5,9,53,59.6813
7,6,9,81,83.0666
6,8,6,52,58.0646
7,8,9,74,79.0277
4,7,8,32,41.104699999999994
6,6,8,0,16.1234
5,5,6,20,29.0317
5,5,8,100,95.1551
7,7,6,77,78.2388
4,5,7,100,93.53840000000001
4,8,8,13,26.5845
6,7,9,37,47.5689
6,6,7,79,79.0352
6,6,9,91,90.3166
4,6,6,60,61.28
5,7,8,31,41.1132
4,5,9,99,94.3353
5,5,6,57,58.8722
7,8,6,37,46.7821
4,7,6,23,32.242799999999995
7,8,8,29,41.933499999999995
5,8,6,65,67.7341
4,8,8,37,45.9405
4,7,8,27,37.072199999999995
5,5,9,92,89.50479999999999
7,8,7,58,64.52029999999999
5,8,9,88,88.6887
6,7,7,26,37.094
7,6,6,62,65.338
5,6,8,17,29.0189
4,6,7,37,43.532199999999996
6,8,8,99,97.57350000000001
5,5,6,28,35.4837
7,6,9,30,41.9351
6,7,8,9,24.185200000000002
5,8,7,89,87.89179999999999
7,8,6,46,54.0406
4,6,7,86,83.05069999999999
4,6,8,76,75.78739999999999
6,6,6,48,53.232
5,7,6,24,33.8643
4,6,8,93,89.49789999999999
7,8,7,7,23.388799999999996
5,7,8,32,41.9197
7,8,7,58,64.52029999999999
5,7,6,100,95.15830000000001
6,6,7,58,62.0987
6,7,8,9,24.185200000000002
4,8,7,80,79.8183
7,7,9,46,55.642399999999995
4,6,6,15,24.987499999999997
5,8,7,69,71.7618
7,6,7,13,26.621199999999998
4,7,7,91,87.88649999999998
7,6,8,38,47.58539999999999
4,5,7,39,44.341899999999995
6,7,7,48,54.837
5,7,9,33,43.5279
5,7,6,40,46.768299999999996
6,6,6,98,93.557
4,5,8,74,73.3711
4,5,7,61,62.0849
6,8,6,87,86.29209999999999
4,8,7,50,55.6233
5,8,8,9,24.173499999999997
5,5,8,19,29.828599999999998
5,6,8,85,83.86089999999999
5,8,6,27,37.0871
4,6,8,23,33.042899999999996
7,6,8,71,74.1999
4,6,8,55,58.850899999999996
7,6,6,26,36.304
4,5,6,67,66.12219999999999
6,8,7,93,91.93279999999999
4,5,9,31,39.4933
7,7,8,29,41.1302
4,8,9,99,96.74520000000001
6,8,6,82,82.25959999999999
6,5,7,51,55.6499
5,6,7,63,65.3162
6,5,7,64,66.1344
6,7,9,33,44.3429
6,6,9,88,87.8971
6,7,9,57,63.6989
4,8,7,1,16.104799999999997
6,7,8,31,41.928200000000004
5,6,7,62,64.5097
7,8,8,66,71.774
7,5,6,53,57.2762
5,7,7,44,50.79599999999999
5,7,9,97,95.1439
6,7,7,74,75.806
6,8,9,75,79.0192
4,7,8,32,41.104699999999994
4,7,8,43,49.97619999999999
4,7,6,41,46.7598
6,5,7,43,49.1979
7,8,6,65,69.36410000000001
5,5,6,55,57.2592
5,7,7,97,93.54050000000001
6,7,9,88,88.7004
5,5,9,56,60.4708
5,6,8,11,24.179899999999996
4,7,8,43,49.97619999999999
5,8,6,37,45.1521
6,6,6,36,43.554
6,7,6,15,27.4208
4,8,9,32,42.7097
7,5,6,93,89.5362
4,7,9,33,42.7129
5,8,7,64,67.7293
7,6,6,50,55.660000000000004
5,7,7,88,86.282
6,5,8,62,65.3231
5,8,8,2,18.528
6,6,6,73,73.3945
6,5,8,36,44.3541
4,5,8,28,36.2721
7,6,9,70,74.1951
4,7,7,28,37.077
6,8,8,99,97.57350000000001
4,6,8,93,89.49789999999999
7,6,7,64,67.7527
6,8,9,27,40.3072
6,6,7,83,82.2612
4,6,7,40,45.951699999999995
7,7,9,37,48.3839
4,5,9,8,20.9438
6,5,8,68,70.1621
6,7,6,11,24.1948
6,5,7,75,75.0059
6,6,7,89,87.1002
6,8,6,87,86.29209999999999
6,8,6,10,24.1916
6,5,7,89,86.2969
5,8,7,68,70.9553
4,6,7,16,26.595699999999997
6,5,8,16,28.2241
5,8,6,86,84.6706
5,6,6,58,60.482
5,5,8,41,47.5716
6,6,6,90,87.10499999999999
6,6,8,44,51.609399999999994
7,6,9,11,26.611599999999996
6,6,8,9,23.3819
7,8,8,25,38.707499999999996
6,6,7,10,23.386699999999998
4,5,9,18,29.0088
4,5,6,11,20.958199999999998
6,7,9,89,89.5069
4,7,6,57,59.6638
7,6,6,81,80.66149999999999
7,6,6,89,87.11349999999999
4,5,6,57,58.0572
5,6,7,69,70.1552
6,8,8,72,75.798
6,6,8,10,24.1884
4,7,8,91,88.6882
5,6,8,60,63.6984
4,7,8,68,70.1387
7,5,7,65,67.7559
6,5,9,33,42.7363
5,6,7,73,73.38119999999999
7,5,8,56,61.299099999999996
6,7,6,84,83.0693
5,8,8,58,63.692
7,8,7,85,86.29579999999999
5,5,8,42,48.378099999999996
6,7,7,18,30.642
6,8,9,14,29.8227
6,5,7,90,87.1034
5,8,9,81,83.0432
5,5,6,63,63.7112
6,6,7,9,22.580199999999998
5,5,7,18,28.220399999999998
7,5,8,36,45.1691
7,5,7,17,29.043899999999997
6,7,7,9,23.383499999999998
4,6,6,98,91.927
6,6,7,22,33.0647
6,5,9,82,82.25479999999999
6,7,9,42,51.6014
7,8,6,18,31.4586
7,7,6,37,45.9788
7,5,9,32,42.7448
5,6,6,89,85.48349999999999
5,6,7,21,31.443199999999997
7,6,8,49,56.456900000000005
7,8,7,64,69.35929999999999
7,7,6,81,81.4648
7,6,8,65,69.3609
5,8,7,3,18.532799999999998
7,7,6,73,75.0128
4,8,8,76,77.39399999999999
4,7,9,11,24.969899999999996
5,7,6,0,14.5083
7,6,8,60,65.3284
7,8,9,16,32.250699999999995
7,6,7,67,70.1722
4,8,8,17,29.810499999999998
4,7,7,96,91.91900000000001
6,7,8,9,24.185200000000002
4,7,9,90,88.68339999999999
7,7,9,17,32.2539
4,8,9,99,96.74520000000001
5,6,6,0,13.705
7,6,8,66,70.1674
5,7,9,88,87.88539999999999
7,6,6,7,20.9805
5,7,6,95,91.1258
6,6,6,98,93.557
5,5,9,26,36.275800000000004
6,8,9,98,97.5687
4,6,8,5,18.525899999999996
6,5,9,79,79.83529999999999
5,8,7,19,31.436799999999998
6,5,9,42,49.9948
4,5,9,84,82.2378
5,8,7,45,52.4058
7,5,7,57,61.3039
5,7,6,82,80.6413
5,8,9,46,54.81569999999999
5,6,9,71,73.3716
6,8,9,55,62.8892
4,5,7,79,76.6019
6,7,7,54,59.676
7,6,7,13,26.621199999999998
4,5,7,83,79.8279
7,5,7,12,25.0114
6,5,6,100,94.36670000000001
7,7,7,61,66.1365
6,5,8,90,87.90509999999999
7,7,6,27,37.9138
5,7,8,24,35.4677
6,8,7,73,75.80279999999999
5,5,9,69,70.9553
7,8,8,23,37.0945
4,6,8,50,54.8184
7,8,8,20,34.675
6,5,6,12,23.3947
4,5,8,69,69.3386
4,7,9,68,70.9404
4,6,9,39,46.748599999999996
7,6,9,80,82.2601
4,8,9,0,16.901699999999998
4,5,6,66,65.31569999999999
7,6,6,18,29.851999999999997
7,8,6,97,95.1721
7,6,8,94,92.7494
6,5,7,25,34.6809
7,6,6,6,20.174
4,8,7,53,58.0428
5,6,9,74,75.7911
6,8,8,55,62.087500000000006
7,7,7,67,70.9755
7,5,9,47,54.842299999999994
6,5,6,79,77.4302
7,6,7,61,65.3332
4,5,6,40,44.3467
7,7,6,16,29.0423
6,7,6,83,82.2628
4,8,9,80,81.42169999999999
5,7,9,0,16.9134
4,8,8,11,24.9715
7,6,6,36,44.369
4,7,6,70,70.14829999999999
7,8,8,37,48.38549999999999
4,8,7,63,66.1078
5,5,6,82,79.0347
4,5,8,18,28.207099999999997
5,6,7,2,16.119699999999998
4,7,7,36,43.528999999999996
6,6,8,44,51.609399999999994
6,6,9,27,38.7006
6,7,7,55,60.4825
7,8,8,52,60.483000000000004
7,5,8,0,16.135099999999998
5,8,8,60,65.305
7,5,6,1,15.338199999999999
7,5,7,64,66.9494
6,6,9,16,29.8291
7,6,6,61,64.5315
4,7,6,16,26.597299999999997
4,8,6,100,95.1466
6,6,8,46,53.22239999999999
6,6,7,48,54.0337
7,6,6,46,52.434
5,6,9,71,73.3716
7,8,9,93,94.35119999999999
4,5,7,36,41.922399999999996
5,6,9,0,16.1101
4,5,8,42,47.5631
5,5,7,98,92.74040000000001
4,7,7,33,41.1095
5,8,7,15,28.2108
7,7,8,15,29.839199999999998
7,7,7,86,86.29899999999999
4,5,6,9,19.3452
5,7,8,39,47.5652
4,5,8,80,78.2101
6,5,9,8,22.5738
4,6,9,52,57.2331
4,6,7,33,40.3062
7,8,6,0,16.9416
7,5,8,93,91.13959999999999
7,5,7,29,38.7219
4,6,7,77,75.7922
6,5,9,42,49.9948
5,6,9,78,79.0171
6,7,7,99,95.9685
6,6,6,82,80.65299999999999
4,7,8,77,77.3972
4,7,6,71,70.95479999999999
5,6,6,26,34.674
4,8,6,44,49.9826
5,8,6,64,66.9276
4,8,7,95,91.91579999999999
4,5,6,72,70.15469999999999
5,5,9,27,37.082300000000004
6,8,9,73,77.4062
6,5,8,72,73.3881
5,7,9,28,39.495400000000004
7,5,9,79,80.65029999999999
6,7,8,43,51.6062
5,5,8,48,53.2171
5,5,7,34,41.124399999999994
5,5,9,15,27.4043
5,6,9,9,23.3686
6,5,6,32,39.524699999999996
5,6,8,93,90.31289999999998
6,5,9,90,88.70679999999999
6,5,7,68,69.3604
5,5,7,45,49.99589999999999
4,7,9,7,21.743899999999996
5,6,6,95,90.32249999999999
4,5,9,37,44.3323
5,8,7,48,54.8253
5,8,9,48,56.428700000000006
6,8,6,23,34.6761
6,8,8,3,20.1495
6,5,7,98,93.5554
7,6,7,1,16.943199999999997
7,8,9,36,48.3807
5,5,6,53,55.6462
5,7,9,54,60.4644
5,5,9,17,29.0173
7,8,9,98,98.3837
5,5,8,12,24.1831
5,7,7,73,74.1845
7,8,7,21,34.6798
7,8,7,96,95.16730000000001
6,6,9,23,35.474599999999995
4,7,9,62,66.1014
5,6,7,66,67.7357
4,6,7,75,74.1792
7,5,7,85,83.88589999999999
6,5,9,69,71.77029999999999
4,5,8,22,31.433099999999996
7,6,8,8,23.3904
4,5,6,56,57.2507
6,6,7,68,70.1637
7,5,6,30,38.7267
6,7,7,53,58.8695
7,8,9,86,88.7057
7,5,7,65,67.7559
5,5,7,65,66.1259
7,5,7,24,34.6894
4,7,6,65,66.1158
5,6,7,47,52.4122
5,5,9,47,53.2123
7,8,6,14,28.2326
4,7,6,72,71.76129999999999
7,6,8,9,24.1969
4,5,6,100,92.73670000000001
7,7,8,54,61.292699999999996
6,7,7,57,62.0955
7,6,6,65,67.7575
4,5,9,13,24.976300000000002
5,5,7,16,26.6074
6,7,9,65,70.15090000000001
5,7,8,84,83.8577
7,7,8,29,41.1302
6,6,8,37,45.963899999999995
4,7,6,89,85.47179999999999
6,6,7,76,76.6157
4,5,6,8,18.5387
6,7,6,58,62.100300000000004
4,5,6,10,20.151699999999998
7,5,9,84,84.68279999999999
6,6,8,48,54.83540000000001
5,6,8,47,53.213899999999995
4,5,9,68,69.3338
5,8,9,100,98.36670000000001
7,8,7,64,69.35929999999999
7,5,6,87,84.6972
6,8,9,19,33.855199999999996
6,8,6,2,17.7396
7,7,9,95,95.1609
6,8,6,8,22.5786
4,6,6,28,35.472
6,6,8,50,56.44840000000001
5,5,6,42,46.774699999999996
7,5,9,50,57.2618
7,8,8,40,50.80499999999999
6,6,8,5,20.1559
7,7,8,7,23.3872
6,6,6,83,81.45949999999999
4,8,8,99,95.9435
4,6,9,24,34.6511
5,8,8,31,41.9165
7,7,7,83,83.8795
6,6,8,90,88.7084
6,8,6,75,76.6141
7,5,6,57,60.5022
7,6,6,34,42.756
4,8,7,83,82.2378
7,8,6,94,92.7526
6,8,6,86,85.48559999999999
6,8,7,23,35.4778
7,7,7,23,35.48949999999999
7,8,9,63,70.1562
5,7,8,68,70.9537
5,7,6,54,58.0593
7,5,8,63,66.9446
6,5,7,97,92.7489
5,7,8,41,49.1782
6,6,7,38,45.9687
7,6,7,79,79.8502
7,5,8,85,84.68759999999999
7,8,7,80,82.26329999999999
4,6,9,42,49.168099999999995
6,5,9,23,34.6713
7,5,8,52,58.0731
7,5,8,51,57.2666
4,6,8,90,87.07839999999999
4,5,9,10,22.5568
4,6,8,16,27.397399999999998
5,6,6,25,33.8675
7,6,8,72,75.0064
7,5,7,92,89.53139999999999
7,5,7,17,29.043899999999997
7,8,7,93,92.74779999999998
6,7,9,14,29.0194
5,5,7,88,84.6754
5,6,6,8,20.157
6,7,6,82,81.4563
6,5,6,47,51.62219999999999
6,6,9,48,55.637100000000004
6,5,9,70,72.57679999999999
5,7,8,12,25.7897
6,6,6,50,54.845
5,5,6,54,56.4527
7,7,8,32,43.5497
4,7,7,87,84.66049999999998
7,8,8,22,36.288
5,5,8,61,63.7016
4,6,6,63,63.6995
4,6,8,24,33.8494
5,7,7,86,84.669
7,6,8,96,94.36240000000001
7,6,9,95,94.35759999999999
7,8,8,38,49.19199999999999
